incident nummer,Beschrijving incident,hoofd afdelingen
1247955,Weten wij wat over nietjes voor de multifunctionals,Marketing
1209018,Westerhara buitenpoli WS/Amstelpad apparatuur,Overig
1208034,wesite url en IP,Marketing
1220670,"Werkzaamheden zijn klaar bij de patchkast, verzoek of iemand tijd heeft om te kijken",Commercial department
1214916,werkzaamheden voorbereiding uitbreiding SAN (NPIV) Amsterdam,Commercial department
1214917,werkzaamheden voorbereiding uitbreiding SAN (NPIV) Amsterdam,Onbekend
1219671,Werkzaamheden MER en SER ruimtes,Commercial department
1245881,Werkt op 2 werkplekken (huidige en nieuwe KA TC's),Commercial department
1242282,Werkt nu in Amsterdam. Wil naar mf printen,Commercial department
1231181,Werkt nu in Amsterdam maar kan niet op haar H-schijf/J-schijf,Marketing
1241764,Werkt nog niet: kan geen beelden laten zien via Webinzage (rode kubus),Commercial department
1237825,Werkt met token bij Fin-ERP,Marketing
1253484,werkplekken voor auditoren,Commercial department
1224689,werkplekaanvraag met spoed -> dv GR,Commercial department
1204315,werkplek vervangen Durfelt,Marketing
1245862,werkplek verplaatsen en uitbreiding,Commercial department
1220985,"werkplek verhuisd, svp ompatchen",Commercial department
1195819,"werkplek met 24"" TFT en 1 19"" TFT",Onbekend
1212389,Werkplek leveren,Commercial department
1199946,"Werkplek heeft te korte kabels,...Muis en toetsenbord",Overig
1224684,werkplek aangevraagd voor Han?,Commercial department
1203223,Werkplek 2 schermen. Krijgt CS niet op 2e scherm,Production A
1237140,Werklijsten ROGAN,Production QA
1225093,Werklijsten modaliteit zijn Niet recent,Production QA
1203187,Werklijsten komen niet binnen,Production A
1208864,werklijsten crm,Production A
1189103,Werkinstructie koppelen vrijgave formulieren,Marketing
1223385,werken externe faxen alweer,Commercial department
1230917,Werken de usb-poorten aande zijkant van mijn scherm,Commercial department
1239074,Werkbon scanner werkt niet meer,Commercial department
1209248,Werkbalken outlook agenda verdwenen,Commercial department
1226096,werkbalken in word verdwenen,Production QA
1244577,Werkbalk niet aanwezig bij de eerste keer opstarten.,Commercial department
1208890,werkbalk menu start is verdwenen,Commercial department
1244843,Werkbalk kwijt na overname scherm van collega ICT,Production QA
1245021,Werkbalk kwijt na overname met Dameware,Commercial department
1245681,Werd 2x gebeld door onbekend nr. Kreeg niemand dan aan de lijn.,Production A
1248323,Welke versie van Word gebruikt mevrouw?,Overig
1232380,Welke provider in Frankrijk verzorgt de verbinding?,Marketing
1240758,Welke lade hoort stickervellen in?,Overig
1245488,Welk wifi netwerk op iPad?,Production QA
1231435,welk type pc is dit?,Commercial department
1244419,Wel beeld op de beamer maar niet op de monitor zelf,Commercial department
1188878,Weinig schijfruimte op dataware-h02. Transaction log kan niet weggeschreven worden. ETL is daarom mislukt.,Commercial department
1224436,wegvallen telefoniegesprekken,Production A
1241485,Weghalen hardware,Production A
1202535,Wegens netwerk problemen is er geen verbinding mogelijk met de server MS Exchange,Production A
1197976,Weet wachtwoord niet.,Commercial department
1251853,weet wachtwoord niet meer,Production QA
1237736,Weet niet meer hoe pc te locken,HR advies
1248322,Weet niet meer hoe een nieuwe map aan te maken op H:,Marketing
1197211,Weet niet hoe in te loggen in Hunite,Production A
1196158,Weet niet hoe hij in dossier van patiënt komt,Commercial department
1249884,Weet niet hoe een gescnd document op te slaan op de J-schijf,Production A
1214106,Weet niet hoe de J-schijf te openen in de nieuwe omgeving.,Production A
1195652,weer storing Scheurkaarten printer. Doet het niet.,Overig
1253545,Weer standaardprinter kwijt,Production A
1245491,Weer problemen met Jlab.,Commercial department
1193100,Weer probleem met agenda's OUTLook,Commercial department
1228328,"weer account gelocked, blijft ieder uur optreden",Production A
1227876,weer account gelocked,Production A
1231633,Weeam vraagt naar ronald Vuurink (event microsoft madrid ),Onbekend
1221595,Wederom problemen met de beelden.,Production QA
1235554,Website: bb.vu.nl is geblControlekamerkeerd,Production A
1219787,"Website, probleem inloggen beheer",Commercial department
1254598,Website www.WS.nl is niet bereikbaar ass. dr. Koenen,Onbekend
1198373,"Website WS, Huisarts Nijverdal kan niet meer inloggen",Facility management
1240708,Website vacature in pdf toevoegen,Commercial department
1225519,website update,Marketing
1222365,website ticket invoer,Marketing
1219634,Website ticket account,Commercial department
1225924,Website stomps weergave niet correct,Commercial department
1225908,website rechten layout voor Ellen en Annelies,Commercial department
1219575,Website passantenlijst,Commercial department
1208992,Website organogram vernieuwen,Commercial department
1237887,"website niet beschikbaar in de nieuwe KA, is deze expres geblControlekamerkeerd? Is onderdeel van hotmail (Outlook.com)",Marketing
1189390,Website niet benaderbaar https://www.farmedvisie.nl/Netwerkreggeland/,Marketing
1189398,website niet benaderbaar https://www.farmedvisie.nl  XENAPPA7-01,Marketing
1188848,Website niet benaderbaar door cookie-regeling,Production A
1208017,Website na inloggen - ziet de gegevens niet klin farm.,Onbekend
1232956,Website moet worden toegevoegd aan trusted website.,Production A
1240669,website klachtenformulier,Overig
1251166,Website kan niet worden bezocht in het nieuw KA,Commercial department
1225917,website header MTC aanpassen,Commercial department
1235035,Website geblControlekamerkeerd voor gebruiker,Commercial department
1208011,Website formulier aanmelden 'Nooit te vroeg voor borstvoeding!...,Commercial department
1225914,website en plaza nummer reumatologie,Overig
1222374,website en plaza,Commercial department
1219635,Website domeinnamen aanmaken,Commercial department
1219619,Website banner reumatologie,Production A
1222373,Website afbeelding afmeting aanpassen,HR advies
1240699,website abonnee nieuwsbrieven - e-mail wijziging,Commercial department
1209072,Website aanmeldnen symposium 'Nooit te vroeg voor borstvoeding!',Commercial department
1222363,Website - vimeo weergave in de pagina,Commercial department
1207414,website - vimeo films stonden niet goed,Marketing
1208994,Website - vakantiewerk informatie zomervakantie,Commercial department
1208023,website - vacatures in beheer weergave,Commercial department
1208012,Website - tickets,Marketing
1240652,website - prijslijst passanten,Commercial department
1255379,Website - link naar MS dagboek en folder verwijderen,Facility management
1240629,website - formulier reunie gmz niet online,Commercial department
1208007,website - Formulier reunie GMZ,Commercial department
1208030,Website - formulier en bevestiging in mail,Marketing
1255382,Website - formulier beschikbaar stellen en link verwijderen,Commercial department
1225921,website - DBC informatie film van NZA toevoegen,Commercial department
1208025,Website - banner,Commercial department
1208988,website - acceptatieomgeving testen,Marketing
1255384,website - aanpassing smoelenboek initialen,Onbekend
1247288,webserver niet bereikbaar 10.38.17.145,Marketing
1235898,webserver herstarten.,HR advies
1189091,webpagina vastgelopen,Marketing
1246186,Webmail__kan nog niet inloggen na ww reset,Commercial department
1242140,Webmail__kan niet meer inloggen,Production QA
1246172,Webmail__kan niet inloggen,Commercial department
1244169,Webmail__kan groepsaccount ANW coördinatoren niet toevoegen aan webmail iPhone,Commercial department
1232730,Webmail: wil graag weten hoe zij een andere postbus kan openen waartoe zij gemachtigd is.,Production A
1230631,Webmail vumc geeft foutmelding,Production A
1252835,Webmail vanuit huis. Sessie is verlopen. Om uw account te beschermen... Inloggen lukt niet,Production QA
1237292,webmail kpn werkt niet meer,Production QA
1203376,Webmail kan niet inloggen.,Production QA
1251521,Webinzage herstel icoon verdwenen,Production A
1234461,webinzage herstel bonnr 01233709,Commercial department
1237811,Webbrowser moet een update krijgen,Overig
1224204,webbased data toevoegen aan trusted sites,Production A
1190713,Webapplicatie CareLinkPro,Production QA
1197633,We transfer werk niet met de huidige brouwser,Facility management
1251266,We transfer vraag,Commercial department
1196952,we transfer presentatie,Facility management
1210666,We Transfer hoe te downloaden,Production QA
1227043,Wazig beeld na aansluiten monitor,Production A
1246195,Wazig beeld,Production QA
1235366,Wat kan ik doen met meldingen voor het patiënten-portaal,Commercial department
1212031,wat is status? Geen pc en geen bonnr,Facility management
1189433,wat is status melding beheer WS Plaza in nieuwe KA?,HR advies
1236857,Wat is mijn inlognaam?,HR advies
1234014,Wat is het ip-adres van pp52718?,Commercial department
1247374,Wat is de staus van bonnr.: 01246964?,Overig
1230851,Wat is de status van bonnr.: 01223503,Marketing
1222072,wasmachines hebben geen verbinding,Commercial department
1207055,Was aan het testen.,Commercial department
1246243,Wanneer worden Bertha en zij overgezet naar nieuwe KA?,Production QA
1228409,Wanneer komt er iemand met sleutels voor de patchruimte ivm inlogproblemen?,Production A
1228282,Wanneer komt er een nieuwe versie van IE?,Production QA
1199039,Wanneer kan meneer de spullen ophalen voor de open dag?,Production A
1228814,"Wanneer headset van de standaard gehaald wordt gaat deze ""razen"".",Marketing
1193067,Wanneer gaat zij op nieuwe omgeving werken,Production QA
1196944,Wanneer er een brandalarm is zou ik graag zien dat deze melding ook op mijn handset binnenkomt.,Commercial department
1194040,Walloutlet is uit de muur getrControlekamerken. Graag even onsite kijken.,Production A
1201001,wall-outlet is omgedraait,Production A
1245806,wall-outlet Behandelcentrum 22-2N-17 defect,Marketing
1246189,Wall outlets patchen.,Commercial department
1210118,wall outlet kapot,Production QA
1197316,wall outlet is stuk,Production QA
1203194,Wall outlet 08.1S poort 18 defect. Moet gerepareerd worden.,Commercial department
1253618,Wall out let Patched,Production QA
1204124,Wachwoord reset,Commercial department
1217166,Wachtwoortd reset,Production A
1211680,wachtwoord wijziging,Commercial department
1213920,Wachtwoord wijzigen voor M. Vermeer,Marketing
1202398,wachtwoord wijzigen op zijn nControlekameria,Commercial department
1201434,wachtwoord wijzigen,Production QA
1206117,wachtwoord wijzigen,Commercial department
1209158,wachtwoord wijzigen,Facility management
1236364,wachtwoord wijzigen,Marketing
1244543,wachtwoord wijzigen,Production QA
1205610,wachtwoord wijizigen,Marketing
1189817,Wachtwoord werkt niet.,Overig
1195165,Wachtwoord werkt niet,Facility management
1235333,wachtwoord verlopen -> is aan het telewerken,Production A
1198220,wachtwoord verlopen,Production A
1215284,wachtwoord verlopen,Production A
1236333,wachtwoord verlopen,Production A
1243956,wachtwoord verlopen,Commercial department
1252626,wachtwoord verlopen,Production QA
1254083,wachtwoord verlopen,Production QA
1201063,Wachtwoord vergeten.,Production A
1236906,Wachtwoord vergeten.,Commercial department
1237563,Wachtwoord vergeten.,Overig
1237740,Wachtwoord vergeten.,Marketing
1251403,Wachtwoord vergeten.,Marketing
1254604,Wachtwoord vergeten.,Commercial department
1255031,Wachtwoord vergeten.,HR advies
1237383,Wachtwoord vergeten na vakantie,Production A
1230620,wachtwoord vergeten ivbm lange tijd niet inloggen,Production A
1196155,wachtwoord vergeten,HR advies
1205889,wachtwoord vergeten,Overig
1227515,wachtwoord vergeten,Production A
1228455,wachtwoord vergeten,Production A
1232302,wachtwoord vergeten,Production A
1233423,wachtwoord vergeten,Production A
1233425,wachtwoord vergeten,Production QA
1234993,wachtwoord vergeten,Commercial department
1236198,wachtwoord vergeten,Commercial department
1236899,wachtwoord vergeten,Marketing
1237399,wachtwoord vergeten,Commercial department
1237402,wachtwoord vergeten,Production QA
1237549,wachtwoord vergeten,Marketing
1237558,wachtwoord vergeten,Commercial department
1237569,wachtwoord vergeten,Commercial department
1237727,wachtwoord vergeten,Commercial department
1238224,wachtwoord vergeten,Production A
